CodUsina,Usina,Sistema,Empresa,Posto,Posto BDH,Jusante,Desvio,Vol.Máx.(hm3),Vol.min.(hm3),Cota Máx.(m),Cota min.(m),Vol.Vert.(hm3),Vol.Desv.(hm3),PCV(0),PCV(1),PCV(2),PCV(3),PCV(4),PAC(0),PAC(1),PAC(2),PAC(3),PAC(4),Evap.Men.(1),Evap.Men.(2),Evap.Men.(3),Evap.Men.(4),Evap.Men.(5),Evap.Men.(6),Evap.Men.(7),Evap.Men.(8),Evap.Men.(9),Evap.Men.(10),Evap.Men.(11),Evap.Men.(12),Prod.Esp.(MW/m3/s/m),Canal Fuga Médio(m),TEIF(%),IP(%),Tipo Turbina,Num.Conj.Máq.,Num.Pols.Jus.,Fat.Carga Máx.(%),Fat.Carga mín.(%),Tipo Perdas(1=%/2=M/3=K),Valor Perdas,Vazão Mín.Hist.(m3/s),Num.Unid.Base,Infl.Vert.Canal de Fuga,Rep.Conj(0=aprox/1=det/2=simp),#Maq(1),PotEf(1),QEf(1),HEf(1),#Maq(2),PotEf(2),QEf(2),HEf(2),#Maq(3),PotEf(3),QEf(3),HEf(3),#Maq(4),PotEf(4),QEf(4),HEf(4),#Maq(5),PotEf(5),QEf(5),HEf(5),QHTA0(1),QHTA1(1),QHTA2(1),QHTA3(1),QHTA4(1),QHTA0(2),QHTA1(2),QHTA2(2),QHTA3(2),QHTA4(2),QHTA0(3),QHTA1(3),QHTA2(3),QHTA3(3),QHTA4(3),QHTA0(4),QHTA1(4),QHTA2(4),QHTA3(4),QHTA4(4),QHTA0(5),QHTA1(5),QHTA2(5),QHTA3(5),QHTA4(5),QHGA0(1),QHGA1(1),QHGA2(1),QHGA3(1),QHGA4(1),QHGA0(2),QHGA1(2),QHGA2(2),QHGA3(2),QHGA4(2),QHGA0(3),QHGA1(3),QHGA2(3),QHGA3(3),QHGA4(3),QHGA0(4),QHGA1(4),QHGA2(4),QHGA3(4),QHGA4(4),QHGA0(5),QHGA1(5),QHGA2(5),QHGA3(5),QHGA4(5),PHA0(1),PHA1(1),PHA2(1),PHA3(1),PHA4(1),PHA0(2),PHA1(2),PHA2(2),PHA3(2),PHA4(2),PHA0(3),PHA1(3),PHA2(3),PHA3(3),PHA4(3),PHA0(4),PHA1(4),PHA2(4),PHA3(4),PHA4(4),PHA0(5),PHA1(5),PHA2(5),PHA3(5),PHA4(4),PJA0(1),PJA1(1),PJA2(1),PJA3(1),PJA4(1),PJRM(1),PJA0(2),PJA1(2),PJA2(2),PJA3(2),PJA4(2),PJRM(2),PJA0(3),PJA1(3),PJA2(3),PJA3(3),PJA4(3),PJRM(3),PJA0(4),PJA1(4),PJA2(4),PJA3(4),PJA4(4),PJRM(4),PJA0(5),PJA1(5),PJA2(5),PJA3(5),PJA4(5),PJRM(5),Data,Obs,Vol.Ref.,Reg
204,CACH.CALDEIR,4 - Norte,278 - ONSO 4  _x000C_COMP PAF-MOX_x000C_            ,204,0,280 - COARACY NUNE,0 - NÃO HÁ,231,231,58,58,231,231,47,0,0,0,0,15566,-1283,40,-1,0,51,38,25,8,-11,-21,-20,-21,-10,9,30,43,0,42,3,8,2 - Kaplan/Propeller,1,1,100,0,2,0,43,2,Yes,2,3,73,547,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,231,D
215,SALTO PILAO ,2 - Sul,134 - ,101,0,0 - NÃO HÁ,0 - NÃO HÁ,0,0,319,318,0,0,317,15,-38,66,-43,1038,-7,0,0,0,20,14,19,22,22,17,15,20,18,10,15,20,0,113,0,4,1 - Francis,1,1,100,0,2,8,9,2,Yes,2,2,96,55,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,0,D
217,ROSAL       ,1 - Sudeste,18 - Cemig,196,0,0 - NÃO HÁ,0 - NÃO HÁ,11,11,555,555,11,11,555,0,0,0,0,1,0,0,0,0,-13,1,43,51,74,65,44,26,21,10,-5,-2,0,360,13,2,1 - Francis,1,1,100,0,2,7,3,2,No,2,2,28,16,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,11,D
225,SLT APIACAS ,1 - Sudeste,95 - NC1_x000C_CAPIM BRANC2_x000C_CORUMBA IV  ,225,0,0 - NÃO HÁ,0 - NÃO HÁ,2,2,248,248,2,2,248,0,0,0,0,1,0,0,0,0,24,2,8,4,18,31,36,54,40,31,40,49,0,221,2,7,2 - Kaplan/Propeller,1,1,100,0,2,1,3,2,No,2,3,15,68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2,D
228,COLIDER     ,1 - Sudeste,23 - Copel,228,0,229 - TELES PIRES ,0 - NÃO HÁ,1525,1525,272,272,1525,1525,255,0,0,0,0,21652770,-330311,1889,-5,0,24,6,11,11,34,42,43,62,48,30,34,44,0,249,2,6,2 - Kaplan/Propeller,1,1,100,0,2,0,288,3,Yes,2,3,100,517,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1525,D
229,TELES PIRES ,1 - Sudeste,224 - ,229,0,230 - SAO MANOEL  ,0 - NÃO HÁ,897,897,220,220,897,897,196,0,0,0,0,3038396,-58760,426,-1,0,40,35,44,6,6,9,15,30,39,6,40,57,0,164,3,13,1 - Francis,1,1,100,0,2,1,313,3,Yes,2,5,364,772,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,897,D
230,SAO MANOEL  ,1 - Sudeste,19 - Furnas,230,0,0 - NÃO HÁ,0 - NÃO HÁ,577,577,161,161,577,577,144,0,0,0,0,2374181,-60872,585,-2,0,43,52,71,-10,-11,-3,7,23,33,7,41,58,0,137,3,8,2 - Kaplan/Propeller,1,1,100,0,2,0,316,4,Yes,2,5,140,761,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,577,D
241,SLT VERDINHO,1 - Sudeste,65 -          _x000C_FUNIL-GRA,241,0,34 - I. SOLTEIRA ,0 - NÃO HÁ,264,264,371,371,264,264,371,0,0,0,0,37,0,0,0,0,14,14,27,46,65,67,63,64,65,23,9,30,0,329,0,4,1 - Francis,1,1,100,0,2,1,92,2,Yes,2,2,47,127,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,264,D
249,OURINHOS    ,1 - Sudeste,65 -          _x000C_FUNIL-GRA,249,0,50 - L.N. GARCEZ ,0 - NÃO HÁ,21,21,398,398,21,21,398,0,0,0,0,4,0,0,0,0,29,22,42,59,64,52,41,41,47,21,12,36,0,387,10,4,2 - Kaplan/Propeller,1,1,100,0,2,0,74,2,No,2,3,15,162,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,21,D
252,CANA BRAVA  ,1 - Sudeste,24 - Eletrosul,191,0,253 - SAO SALVADOR,0 - NÃO HÁ,2300,2300,333,330,2300,2300,333,0,0,0,0,139,0,0,0,0,31,8,18,27,49,62,71,80,97,60,47,36,0,287,0,5,1 - Francis,1,1,100,0,2,1,102,2,No,2,3,150,385,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2300,D
253,SAO SALVADOR,1 - Sudeste,24 - Eletrosul,253,0,257 - PEIXE ANGIC ,0 - NÃO HÁ,952,952,287,287,952,952,265,0,0,0,0,104,0,0,0,0,32,7,15,21,42,55,60,71,91,61,46,36,0,263,1,13,2 - Kaplan/Propeller,1,1,100,0,2,1,107,2,Yes,2,2,122,585,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,952,D
261,LAJEADO     ,1 - Sudeste,86 - TALHA     _x000C_SERRA FACAO _x000C_BOCAINA     ,273,0,267 - ESTREITO TOC,0 - NÃO HÁ,4940,4940,212,212,4940,4940,212,0,0,0,0,626,0,0,0,0,12,7,9,3,15,42,66,78,79,48,26,30,0,176,2,6,2 - Kaplan/Propeller,1,1,100,0,2,1,259,3,Yes,2,5,181,680,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,4940,D
262,SALTO       ,1 - Sudeste,132 -       _x000C_SAO JERONIMO,294,0,241 - SLT VERDINHO,0 - NÃO HÁ,826,826,447,447,826,826,447,0,0,0,0,60,0,0,0,0,12,8,23,42,64,70,68,69,66,19,5,25,0,395,1,1,1 - Francis,1,1,100,0,2,1,85,2,Yes,2,2,58,130,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,826,D
267,ESTREITO TOC,4 - Norte,24 - Eletrosul,271,0,268 - S. QUEBRADA ,0 - NÃO HÁ,5400,5400,156,156,5400,5400,156,0,0,0,0,590,0,0,0,0,12,5,4,-2,2,29,52,72,75,69,41,29,0,133,2,5,2 - Kaplan/Propeller,1,1,100,0,2,1,585,6,Yes,2,8,136,785,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,5400,D
268,S. QUEBRADA ,4 - Norte,54 - Externas Norte,274,0,275 - TUCURUI     ,0 - NÃO HÁ,4130,4130,134,134,4130,4130,134,0,0,0,0,420,0,0,0,0,25,20,6,-5,-3,1,22,31,67,68,37,15,0,106,3,8,2 - Kaplan/Propeller,1,1,100,0,2,0,592,5,Yes,2,8,166,657,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,4130,D
269,COUTO MAGALH,1 - Sudeste,124 - ,187,0,273 - SANTA ISABEL,0 - NÃO HÁ,71,71,623,623,71,71,623,0,0,0,0,9,0,0,0,0,12,-5,13,25,44,58,66,77,75,25,22,24,0,471,2,5,1 - Francis,1,1,100,0,2,2,36,3,No,2,4,38,29,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,71,D
273,SANTA ISABEL,4 - Norte,135 - ,276,0,275 - TUCURUI     ,0 - NÃO HÁ,1850,1850,125,125,1850,1850,125,0,0,0,0,240,0,0,0,0,6,1,-2,-7,0,18,38,58,70,60,32,20,0,98,3,8,2 - Kaplan/Propeller,1,1,100,0,2,1,356,5,Yes,2,8,136,723,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1850,D
280,COARACY NUNE,4 - Norte,37 - Eletronorte,280,30400080,284 - FERREIRA GOM,0 - NÃO HÁ,139,25,42,35,25,25,31,0,0,0,0,-5104,573,-24,0,0,60,49,38,19,-4,-20,-31,-41,-32,-9,22,46,0,22,2,7,2 - Kaplan/Propeller,2,1,100,0,2,0,43,2,No,2,2,24,123,22,1,30,153,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,139,D
281,PONTE PEDRA ,1 - Sudeste,24 - Eletrosul,281,0,0 - NÃO HÁ,0 - NÃO HÁ,199,199,396,396,199,199,396,0,0,0,0,19,0,0,0,0,16,11,20,27,55,51,48,61,67,-1,-10,9,0,149,0,4,1 - Francis,1,1,100,0,2,4,28,3,No,2,3,59,26,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,199,D
282,OLHO DAGUA  ,1 - Sudeste,130 - ,282,0,34 - I. SOLTEIRA ,0 - NÃO HÁ,480,480,490,490,480,480,490,0,0,0,0,34,0,0,0,0,13,7,23,41,64,70,70,71,69,19,8,25,0,439,2,7,1 - Francis,1,1,100,0,2,2,27,2,Yes,2,2,17,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,480,D
283,STA CLARA MG,1 - Sudeste,76 - P. COLOMBIA ,283,0,0 - NÃO HÁ,0 - NÃO HÁ,146,146,86,86,146,146,86,0,0,0,0,8,0,0,0,0,-25,-8,30,53,61,59,40,15,18,10,-8,-9,0,33,0,5,1 - Francis,1,1,100,0,2,1,5,2,No,2,3,20,44,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,146,D
284,FERREIRA GOM,4 - Norte,239 - ,297,0,0 - NÃO HÁ,0 - NÃO HÁ,137,137,21,21,137,137,8,0,0,0,0,23,-5,0,0,0,57,42,30,12,-8,-24,-26,-28,-16,6,30,48,0,3,2,7,2 - Kaplan/Propeller,1,1,100,0,2,0,43,2,No,2,3,84,574,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,137,D
285,JIRAU       ,1 - Sudeste,236 - I     _x000C_            _x000C_AIMORES     _x000C_MASCARENHA,285,0,287 - STO ANTONIO ,0 - NÃO HÁ,2747,2747,90,90,2747,2747,66,0,0,0,0,-78804,2902,-36,0,0,-80,-67,-93,-81,-74,-29,11,41,-25,-82,-66,-81,0,73,1,0,2 - Kaplan/Propeller,1,1,100,0,2,0,1386,30,Yes,2,50,75,538,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2747,D
286,STO ANT JARI,4 - Norte,240 - _x000C_            ,290,0,0 - NÃO HÁ,0 - NÃO HÁ,133,105,30,29,105,105,14,0,0,0,0,-51560,5116,-169,2,0,48,41,38,17,-9,-21,-27,-34,-23,-12,18,29,0,4,3,10,2 - Kaplan/Propeller,1,1,100,0,2,1,33,2,Yes,2,3,123,556,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,133,D
287,STO ANTONIO ,1 - Sudeste,218 - ,287,0,0 - NÃO HÁ,0 - NÃO HÁ,2075,2075,71,71,2075,2075,71,0,0,0,0,271,0,0,0,0,-80,-67,-93,-81,-74,-29,11,41,-25,-82,-66,-81,0,55,2,2,2 - Kaplan/Propeller,2,1,100,0,2,0,1407,33,Yes,2,24,73,598,14,26,70,568,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2075,D
288,BELO MONTE  ,4 - Norte,37 - Eletronorte,300,18990080,0 - NÃO HÁ,0 - NÃO HÁ,4802,4802,97,97,4802,4802,77,0,0,0,0,203665,-9270,158,-1,0,20,17,8,1,-8,-13,-20,-20,-4,18,41,34,0,6,3,0,1 - Francis,1,1,100,0,2,3,0,8,Yes,2,18,611,775,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,4802,D
289,ITUMIRIM    ,1 - Sudeste,127 -        _x000C_STA BRANCA ,289,0,290 - ESPORA      ,0 - NÃO HÁ,319,319,680,680,319,319,680,0,0,0,0,55,0,0,0,0,12,4,23,36,55,61,66,79,71,27,21,27,0,583,2,7,1 - Francis,1,1,100,0,2,6,18,2,Yes,2,2,25,31,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,319,D
292,FICT.CANA BR,4 - Norte,24 - Eletrosul,191,0,306 - FICT.SAO SAL,0 - NÃO HÁ,2300,2300,333,330,2300,2300,333,0,0,0,0,139,0,0,0,0,31,8,18,27,49,62,71,80,97,60,47,36,0,287,0,0,1 - Francis,1,1,100,0,2,1,102,2,No,2,0,150,385,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2300,D
299,FICT.COUTO M,4 - Norte,124 - ,187,0,273 - SANTA ISABEL,0 - NÃO HÁ,71,71,623,623,71,71,623,0,0,0,0,9,0,0,0,0,12,-5,13,25,44,58,66,77,75,25,22,24,0,471,0,0,1 - Francis,1,1,100,0,2,2,36,3,No,2,0,38,29,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,71,D
