&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
&      ;CODIGO;NOME: Usina, Barra e Tipo de Usina       ;PMAX       ;FCAP;C;
&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
EOLICA-GERACAO ;  710 ; 1 ;16 ;1 ; 1 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 1 ;17 ;1 ; 1 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 1 ;19 ;1 ; 1 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 1 ;20 ;1 ; 1 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 1 ;21 ;1 ; 1 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 1 ;22 ;0 ; 1 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 1 ;23 ;0 ; 2 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 2 ; 0 ;0 ; 2 ; 0 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 2 ; 0 ;1 ; 2 ; 7 ;0 ;      23.2 ;
EOLICA-GERACAO ;  710 ; 2 ; 7 ;0 ; 2 ;12 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 2 ;12 ;1 ; 2 ;14 ;1 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 2 ;14 ;1 ; 2 ;16 ;1 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 2 ;16 ;1 ; 2 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 2 ;17 ;1 ; 2 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 2 ;19 ;1 ; 2 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 2 ;20 ;1 ; 2 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 2 ;21 ;1 ; 2 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 2 ;22 ;0 ; 2 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 2 ;23 ;0 ; 3 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 3 ; 0 ;0 ; 3 ; 0 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 3 ; 0 ;1 ; 3 ; 7 ;0 ;      23.2 ;
EOLICA-GERACAO ;  710 ; 3 ; 7 ;0 ; 3 ;12 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 3 ;12 ;1 ; 3 ;14 ;1 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 3 ;14 ;1 ; 3 ;16 ;1 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 3 ;16 ;1 ; 3 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 3 ;17 ;1 ; 3 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 3 ;19 ;1 ; 3 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 3 ;20 ;1 ; 3 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 3 ;21 ;1 ; 3 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 3 ;22 ;0 ; 3 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 3 ;23 ;0 ; 4 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 4 ; 0 ;0 ; 4 ; 0 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 4 ; 0 ;1 ; 4 ; 7 ;0 ;      23.2 ;
EOLICA-GERACAO ;  710 ; 4 ; 7 ;0 ; 4 ;12 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 4 ;12 ;1 ; 4 ;14 ;1 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 4 ;14 ;1 ; 4 ;16 ;1 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 4 ;16 ;1 ; 4 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 4 ;17 ;1 ; 4 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 4 ;19 ;1 ; 4 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 4 ;20 ;1 ; 4 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 4 ;21 ;1 ; 4 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 4 ;22 ;0 ; 4 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 4 ;23 ;0 ; 5 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 5 ; 0 ;0 ; 5 ; 0 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 5 ; 0 ;1 ; 5 ; 7 ;0 ;      23.2 ;
EOLICA-GERACAO ;  710 ; 5 ; 7 ;0 ; 5 ;12 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 5 ;12 ;1 ; 5 ;14 ;1 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 5 ;14 ;1 ; 5 ;16 ;1 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 5 ;16 ;1 ; 5 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 5 ;17 ;1 ; 5 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 5 ;19 ;1 ; 5 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 5 ;20 ;1 ; 5 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 5 ;21 ;1 ; 5 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 5 ;22 ;0 ; 5 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 5 ;23 ;0 ; 6 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 6 ; 0 ;0 ; 6 ; 0 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 6 ; 0 ;1 ; 6 ; 7 ;0 ;      23.2 ;
EOLICA-GERACAO ;  710 ; 6 ; 7 ;0 ; 6 ;12 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 6 ;12 ;1 ; 6 ;14 ;1 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 6 ;14 ;1 ; 6 ;16 ;1 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 6 ;16 ;1 ; 6 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 6 ;17 ;1 ; 6 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 6 ;19 ;1 ; 6 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 6 ;20 ;1 ; 6 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 6 ;21 ;1 ; 6 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 6 ;22 ;0 ; 6 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 6 ;23 ;0 ; 7 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 7 ; 0 ;0 ; 7 ; 0 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 7 ; 0 ;1 ; 7 ; 7 ;0 ;      23.2 ;
EOLICA-GERACAO ;  710 ; 7 ; 7 ;0 ; 7 ;12 ;1 ;      23.4 ;
EOLICA-GERACAO ;  710 ; 7 ;12 ;1 ; 7 ;14 ;1 ;      23.6 ;
EOLICA-GERACAO ;  710 ; 7 ;14 ;1 ; 7 ;16 ;1 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 7 ;16 ;1 ; 7 ;17 ;1 ;        24 ;
EOLICA-GERACAO ;  710 ; 7 ;17 ;1 ; 7 ;19 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 7 ;19 ;1 ; 7 ;20 ;1 ;      24.4 ;
EOLICA-GERACAO ;  710 ; 7 ;20 ;1 ; 7 ;21 ;1 ;      24.2 ;
EOLICA-GERACAO ;  710 ; 7 ;21 ;1 ; 7 ;22 ;0 ;        24 ;
EOLICA-GERACAO ;  710 ; 7 ;22 ;0 ; 7 ;23 ;0 ;      23.8 ;
EOLICA-GERACAO ;  710 ; 7 ;23 ;0 ; 8 ; 0 ;0 ;      23.6 ;
EOLICA-GERACAO ;  711 ; 1 ; 0 ;0 ; 1 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 1 ; 0 ;1 ; 1 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 1 ; 7 ;0 ; 1 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 1 ;12 ;1 ; 1 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 1 ;14 ;1 ; 1 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 1 ;16 ;1 ; 1 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 1 ;17 ;1 ; 1 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 1 ;19 ;1 ; 1 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 1 ;20 ;1 ; 1 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 1 ;21 ;1 ; 1 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 1 ;22 ;0 ; 1 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 1 ;23 ;0 ; 2 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 2 ; 0 ;0 ; 2 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 2 ; 0 ;1 ; 2 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 2 ; 7 ;0 ; 2 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 2 ;12 ;1 ; 2 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 2 ;14 ;1 ; 2 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 2 ;16 ;1 ; 2 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 2 ;17 ;1 ; 2 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 2 ;19 ;1 ; 2 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 2 ;20 ;1 ; 2 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 2 ;21 ;1 ; 2 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 2 ;22 ;0 ; 2 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 2 ;23 ;0 ; 3 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 3 ; 0 ;0 ; 3 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 3 ; 0 ;1 ; 3 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 3 ; 7 ;0 ; 3 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 3 ;12 ;1 ; 3 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 3 ;14 ;1 ; 3 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 3 ;16 ;1 ; 3 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 3 ;17 ;1 ; 3 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 3 ;19 ;1 ; 3 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 3 ;20 ;1 ; 3 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 3 ;21 ;1 ; 3 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 3 ;22 ;0 ; 3 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 3 ;23 ;0 ; 4 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 4 ; 0 ;0 ; 4 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 4 ; 0 ;1 ; 4 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 4 ; 7 ;0 ; 4 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 4 ;12 ;1 ; 4 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 4 ;14 ;1 ; 4 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 4 ;16 ;1 ; 4 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 4 ;17 ;1 ; 4 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 4 ;19 ;1 ; 4 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 4 ;20 ;1 ; 4 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 4 ;21 ;1 ; 4 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 4 ;22 ;0 ; 4 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 4 ;23 ;0 ; 5 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 5 ; 0 ;0 ; 5 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 5 ; 0 ;1 ; 5 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 5 ; 7 ;0 ; 5 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 5 ;12 ;1 ; 5 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 5 ;14 ;1 ; 5 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 5 ;16 ;1 ; 5 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 5 ;17 ;1 ; 5 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 5 ;19 ;1 ; 5 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 5 ;20 ;1 ; 5 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 5 ;21 ;1 ; 5 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 5 ;22 ;0 ; 5 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 5 ;23 ;0 ; 6 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 6 ; 0 ;0 ; 6 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 6 ; 0 ;1 ; 6 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 6 ; 7 ;0 ; 6 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 6 ;12 ;1 ; 6 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 6 ;14 ;1 ; 6 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 6 ;16 ;1 ; 6 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 6 ;17 ;1 ; 6 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 6 ;19 ;1 ; 6 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 6 ;20 ;1 ; 6 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 6 ;21 ;1 ; 6 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 6 ;22 ;0 ; 6 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 6 ;23 ;0 ; 7 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 7 ; 0 ;0 ; 7 ; 0 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 7 ; 0 ;1 ; 7 ; 7 ;0 ;      46.4 ;
EOLICA-GERACAO ;  711 ; 7 ; 7 ;0 ; 7 ;12 ;1 ;      46.8 ;
EOLICA-GERACAO ;  711 ; 7 ;12 ;1 ; 7 ;14 ;1 ;      47.2 ;
EOLICA-GERACAO ;  711 ; 7 ;14 ;1 ; 7 ;16 ;1 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 7 ;16 ;1 ; 7 ;17 ;1 ;        48 ;
EOLICA-GERACAO ;  711 ; 7 ;17 ;1 ; 7 ;19 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 7 ;19 ;1 ; 7 ;20 ;1 ;      48.8 ;
EOLICA-GERACAO ;  711 ; 7 ;20 ;1 ; 7 ;21 ;1 ;      48.4 ;
EOLICA-GERACAO ;  711 ; 7 ;21 ;1 ; 7 ;22 ;0 ;        48 ;
EOLICA-GERACAO ;  711 ; 7 ;22 ;0 ; 7 ;23 ;0 ;      47.6 ;
EOLICA-GERACAO ;  711 ; 7 ;23 ;0 ; 8 ; 0 ;0 ;      47.2 ;
EOLICA-GERACAO ;  712 ; 1 ; 0 ;0 ; 1 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 1 ; 8 ;0 ; 2 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  712 ; 2 ; 0 ;0 ; 2 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 2 ; 8 ;0 ; 3 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  712 ; 3 ; 0 ;0 ; 3 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 3 ; 8 ;0 ; 4 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  712 ; 4 ; 0 ;0 ; 4 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 4 ; 8 ;0 ; 5 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  712 ; 5 ; 0 ;0 ; 5 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 5 ; 8 ;0 ; 6 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  712 ; 6 ; 0 ;0 ; 6 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 6 ; 8 ;0 ; 7 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  712 ; 7 ; 0 ;0 ; 7 ; 8 ;0 ;        14 ;
EOLICA-GERACAO ;  712 ; 7 ; 8 ;0 ; 8 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ;  713 ; 1 ; 0 ;0 ; 1 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 1 ; 0 ;1 ; 1 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 1 ; 7 ;1 ; 1 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 1 ;13 ;0 ; 1 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 1 ;16 ;1 ; 1 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 1 ;18 ;0 ; 1 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 1 ;21 ;1 ; 1 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 1 ;22 ;1 ; 1 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 1 ;23 ;1 ; 2 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 2 ; 0 ;1 ; 2 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 2 ; 7 ;1 ; 2 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 2 ;13 ;0 ; 2 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 2 ;16 ;1 ; 2 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 2 ;18 ;0 ; 2 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 2 ;21 ;1 ; 2 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 2 ;22 ;1 ; 2 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 2 ;23 ;1 ; 3 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 3 ; 0 ;1 ; 3 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 3 ; 7 ;1 ; 3 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 3 ;13 ;0 ; 3 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 3 ;16 ;1 ; 3 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 3 ;18 ;0 ; 3 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 3 ;21 ;1 ; 3 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 3 ;22 ;1 ; 3 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 3 ;23 ;1 ; 4 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 4 ; 0 ;1 ; 4 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 4 ; 7 ;1 ; 4 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 4 ;13 ;0 ; 4 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 4 ;16 ;1 ; 4 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 4 ;18 ;0 ; 4 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 4 ;21 ;1 ; 4 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 4 ;22 ;1 ; 4 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 4 ;23 ;1 ; 5 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 5 ; 0 ;1 ; 5 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 5 ; 7 ;1 ; 5 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 5 ;13 ;0 ; 5 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 5 ;16 ;1 ; 5 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 5 ;18 ;0 ; 5 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 5 ;21 ;1 ; 5 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 5 ;22 ;1 ; 5 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 5 ;23 ;1 ; 6 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 6 ; 0 ;1 ; 6 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 6 ; 7 ;1 ; 6 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 6 ;13 ;0 ; 6 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 6 ;16 ;1 ; 6 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 6 ;18 ;0 ; 6 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 6 ;21 ;1 ; 6 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 6 ;22 ;1 ; 6 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 6 ;23 ;1 ; 7 ; 0 ;1 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 7 ; 0 ;1 ; 7 ; 7 ;1 ;     26.39 ;
EOLICA-GERACAO ;  713 ; 7 ; 7 ;1 ; 7 ;13 ;0 ;     26.68 ;
EOLICA-GERACAO ;  713 ; 7 ;13 ;0 ; 7 ;16 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 7 ;16 ;1 ; 7 ;18 ;0 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 7 ;18 ;0 ; 7 ;21 ;1 ;     27.55 ;
EOLICA-GERACAO ;  713 ; 7 ;21 ;1 ; 7 ;22 ;1 ;     27.26 ;
EOLICA-GERACAO ;  713 ; 7 ;22 ;1 ; 7 ;23 ;1 ;     26.97 ;
EOLICA-GERACAO ;  713 ; 7 ;23 ;1 ; 8 ; 0 ;0 ;     26.68 ;
EOLICA-GERACAO ;  714 ; 1 ; 0 ;0 ; 1 ; 0 ;1 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 1 ; 0 ;1 ; 1 ; 7 ;1 ;     40.04 ;
EOLICA-GERACAO ;  714 ; 1 ; 7 ;1 ; 1 ;13 ;0 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 1 ;13 ;0 ; 1 ;16 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 1 ;16 ;1 ; 1 ;18 ;0 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 1 ;18 ;0 ; 1 ;21 ;1 ;      41.8 ;
EOLICA-GERACAO ;  714 ; 1 ;21 ;1 ; 1 ;22 ;1 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 1 ;22 ;1 ; 1 ;23 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 1 ;23 ;1 ; 2 ; 0 ;1 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 2 ; 0 ;1 ; 2 ; 7 ;1 ;     40.04 ;
EOLICA-GERACAO ;  714 ; 2 ; 7 ;1 ; 2 ;13 ;0 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 2 ;13 ;0 ; 2 ;16 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 2 ;16 ;1 ; 2 ;18 ;0 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 2 ;18 ;0 ; 2 ;21 ;1 ;      41.8 ;
EOLICA-GERACAO ;  714 ; 2 ;21 ;1 ; 2 ;22 ;1 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 2 ;22 ;1 ; 2 ;23 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 2 ;23 ;1 ; 3 ; 0 ;1 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 3 ; 0 ;1 ; 3 ; 7 ;1 ;     40.04 ;
EOLICA-GERACAO ;  714 ; 3 ; 7 ;1 ; 3 ;13 ;0 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 3 ;13 ;0 ; 3 ;16 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 3 ;16 ;1 ; 3 ;18 ;0 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 3 ;18 ;0 ; 3 ;21 ;1 ;      41.8 ;
EOLICA-GERACAO ;  714 ; 3 ;21 ;1 ; 3 ;22 ;1 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 3 ;22 ;1 ; 3 ;23 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 3 ;23 ;1 ; 4 ; 0 ;1 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 4 ; 0 ;1 ; 4 ; 7 ;1 ;     40.04 ;
EOLICA-GERACAO ;  714 ; 4 ; 7 ;1 ; 4 ;13 ;0 ;     40.48 ;
EOLICA-GERACAO ;  714 ; 4 ;13 ;0 ; 4 ;16 ;1 ;     40.92 ;
EOLICA-GERACAO ;  714 ; 4 ;16 ;1 ; 4 ;18 ;0 ;     41.36 ;
EOLICA-GERACAO ;  714 ; 4 ;18 ;0 ; 4 ;21 ;1 ;      41.8 ;
