RAMP
&&
& 1-ANGRA 1
&us uni seg  C   T  Potencia   Tempo Flag meia hora
&XX XXX XXX  X   X  XXXXXXXXXX XXXXX X
 47   1      C   A     270.000     8 1
&
 47   1      C   D     180.000     0 1
 47   1      C   D      60.000     1 0
 47   1      C   D       0.000     1 1
&
 47   2      C   A      20.000     0 1
 47   2      C   A      20.000     1 0
 47   2      C   A      45.000     1 1
 47   2      C   A      45.000     2 0
 47   2      C   A      75.000     2 1
 47   2      C   A      75.000     4 0
 47   2      C   A     105.000     4 1
 47   2      C   A     105.000     6 0
 47   2      C   A     150.000     6 1
 47   2      C   A     185.000     7 0
 47   2      C   A     270.000     7 1
 47   2      C   A     330.000     8 0
 47   2      C   A     425.000     8 1
&
 47   2      C   D     250.000     0 1
 47   2      C   D      75.000     1 0
 47   2      C   D       0.000     1 1
&
 47   3      C   A      20.000     0 1
 47   3      C   A      20.000     1 0
 47   3      C   A      45.000     1 1
 47   3      C   A      45.000     2 0
 47   3      C   A      75.000     2 1
 47   3      C   A      75.000     4 0
 47   3      C   A     105.000     4 1
 47   3      C   A     105.000     6 0
 47   3      C   A     150.000     6 1
 47   3      C   A     185.000     7 0
 47   3      C   A     270.000     7 1
 47   3      C   A     330.000     8 0
 47   3      C   A     425.000     8 1
&
 47   3      C   D     250.000     0 1
 47   3      C   D      75.000     1 0
 47   3      C   D       0.000     1 1
&
 47   4      C   A      20.000     0 1
 47   4      C   A      20.000     1 0
 47   4      C   A      45.000     1 1
 47   4      C   A      45.000     2 0
 47   4      C   A      75.000     2 1
 47   4      C   A      75.000     4 0
 47   4      C   A     105.000     4 1
 47   4      C   A     105.000     6 0
 47   4      C   A     150.000     6 1
 47   4      C   A     185.000     7 0
 47   4      C   A     270.000     7 1
 47   4      C   A     330.000     8 0
 47   4      C   A     425.000     8 1
&
 47   4      C   D     250.000     0 1
 47   4      C   D      75.000     1 0
 47   4      C   D       0.000     1 1
&
 47   5      C   A      20.000     0 1
 47   5      C   A      20.000     1 0
 47   5      C   A      45.000     1 1
 47   5      C   A      45.000     2 0
 47   5      C   A      75.000     2 1
 47   5      C   A      75.000     4 0
 47   5      C   A     105.000     4 1
 47   5      C   A     105.000     6 0
 47   5      C   A     150.000     6 1
 47   5      C   A     185.000     7 0
 47   5      C   A     270.000     7 1
 47   5      C   A     330.000     8 0
 47   5      C   A     425.000     8 1
&
 47   5      C   D     250.000     0 1
 47   5      C   D      75.000     1 0
 47   5      C   D       0.000     1 1
&
 47   6      C   A      30.000     0 1
 47   6      C   A      30.000     1 0
 47   6      C   A      60.000     1 1
 47   6      C   A      60.000     4 0
 47   6      C   A      90.000     4 1
 47   6      C   A      90.000     5 0
 47   6      C   A     120.000     5 1
 47   6      C   A     120.000     6 0
 47   6      C   A     150.000     6 1
 47   6      C   A     180.000     7 0
 47   6      C   A     300.000     7 1
 47   6      C   A     390.000     8 0
 47   6      C   A     540.000     8 1
 47   6      C   A     580.000     9 0
&
 47   6      C   D     360.000     0 1
 47   6      C   D     150.000     1 0
 47   6      C   D       0.000     1 1
&
 47   7      C   A      30.000     0 1
 47   7      C   A      30.000     1 0
 47   7      C   A      60.000     1 1
 47   7      C   A      60.000     4 0
 47   7      C   A      90.000     4 1
 47   7      C   A      90.000     5 0
 47   7      C   A     120.000     5 1
 47   7      C   A     120.000     6 0
 47   7      C   A     150.000     6 1
 47   7      C   A     180.000     7 0
 47   7      C   A     300.000     7 1
 47   7      C   A     390.000     8 0
 47   7      C   A     540.000     8 1
 47   7      C   A     580.000     9 0
&
 47   7      C   D     360.000     0 1
 47   7      C   D     150.000     1 0
 47   7      C   D       0.000     1 1
&
 47   8      C   A      30.000     0 1
 47   8      C   A      30.000     1 0
 47   8      C   A      60.000     1 1
 47   8      C   A      60.000     4 0
 47   8      C   A      90.000     4 1
 47   8      C   A      90.000     5 0
 47   8      C   A     120.000     5 1
 47   8      C   A     120.000     6 0
 47   8      C   A     150.000     6 1
 47   8      C   A     180.000     7 0
 47   8      C   A     300.000     7 1
 47   8      C   A     390.000     8 0
 47   8      C   A     540.000     8 1
 47   8      C   A     580.000     9 0
&
 47   8      C   D     360.000     0 1
 47   8      C   D     150.000     1 0
 47   8      C   D       0.000     1 1
&
 47   9      C   A      30.000     0 1
 47   9      C   A      30.000     1 0
 47   9      C   A      60.000     1 1
 47   9      C   A      60.000     4 0
 47   9      C   A      90.000     4 1
 47   9      C   A      90.000     5 0
 47   9      C   A     120.000     5 1
 47   9      C   A     120.000     6 0
 47   9      C   A     150.000     6 1
 47   9      C   A     180.000     7 0
 47   9      C   A     300.000     7 1
 47   9      C   A     390.000     8 0
 47   9      C   A     540.000     8 1
 47   9      C   A     580.000     9 0
&
 47   9      C   D     360.000     0 1
 47   9      C   D     150.000     1 0
 47   9      C   D       0.000     1 1
&
 47  10      C   A      30.000     0 1
 47  10      C   A      30.000     1 0
 47  10      C   A      60.000     1 1
 47  10      C   A      60.000     4 0
 47  10      C   A      90.000     4 1
 47  10      C   A      90.000     5 0
 47  10      C   A     120.000     5 1
 47  10      C   A     120.000     6 0
 47  10      C   A     150.000     6 1
 47  10      C   A     180.000     7 0
 47  10      C   A     300.000     7 1
 47  10      C   A     390.000     8 0
 47  10      C   A     540.000     8 1
 47  10      C   A     580.000     9 0
&
 47  10      C   D     360.000     0 1
 47  10      C   D     150.000     1 0
 47  10      C   D       0.000     1 1
&
 47  11      C   A      30.000     0 1
 47  11      C   A      30.000     1 0
 47  11      C   A      60.000     1 1
 47  11      C   A      60.000     4 0
 47  11      C   A      90.000     4 1
 47  11      C   A      90.000     5 0
 47  11      C   A     120.000     5 1
 47  11      C   A     120.000     6 0
 47  11      C   A     150.000     6 1
 47  11      C   A     180.000     7 0
 47  11      C   A     300.000     7 1
 47  11      C   A     390.000     8 0
 47  11      C   A     540.000     8 1
 47  11      C   A     580.000     9 0
&
 47  11      C   D     360.000     0 1
 47  11      C   D     150.000     1 0
 47  11      C   D       0.000     1 1
&
 47  12      C   A      30.000     0 1
 47  12      C   A      30.000     1 0
 47  12      C   A      75.000     1 1
 47  12      C   A      75.000     2 0
 47  12      C   A     105.000     2 1
 47  12      C   A     105.000     4 0
 47  12      C   A     135.000     4 1
 47  12      C   A     135.000     5 0
 47  12      C   A     180.000     5 1
 47  12      C   A     180.000     6 0
 47  12      C   A     225.000     6 1
 47  12      C   A     300.000     7 0
 47  12      C   A     420.000     7 1
 47  12      C   A     555.000     8 0
 47  12      C   A     630.000     8 1
 47  12      C   A     675.000     9 0
 47  12      C   A     735.000     9 1
&
 47  12      C   D     530.000     0 1
 47  12      C   D     250.000     1 0
 47  12      C   D      20.000     1 1
 47  12      C   D       0.000     2 0
&
 47  13      C   A      30.000     0 1
 47  13      C   A      30.000     1 0
 47  13      C   A      75.000     1 1
 47  13      C   A      75.000     2 0
 47  13      C   A     105.000     2 1
 47  13      C   A     105.000     4 0
 47  13      C   A     135.000     4 1
 47  13      C   A     135.000     5 0
 47  13      C   A     180.000     5 1
 47  13      C   A     180.000     6 0
 47  13      C   A     225.000     6 1
 47  13      C   A     300.000     7 0
 47  13      C   A     420.000     7 1
 47  13      C   A     555.000     8 0
 47  13      C   A     630.000     8 1
 47  13      C   A     675.000     9 0
 47  13      C   A     735.000     9 1
&
 47  13      C   D     530.000     0 1
 47  13      C   D     250.000     1 0
 47  13      C   D      20.000     1 1
 47  13      C   D       0.000     2 0
&
 47  14      C   A      30.000     0 1
 47  14      C   A      30.000     1 0
 47  14      C   A      75.000     1 1
 47  14      C   A      75.000     2 0
 47  14      C   A     105.000     2 1
 47  14      C   A     105.000     4 0
 47  14      C   A     135.000     4 1
 47  14      C   A     135.000     5 0
 47  14      C   A     180.000     5 1
 47  14      C   A     180.000     6 0
 47  14      C   A     225.000     6 1
 47  14      C   A     300.000     7 0
 47  14      C   A     420.000     7 1
 47  14      C   A     555.000     8 0
 47  14      C   A     630.000     8 1
 47  14      C   A     675.000     9 0
 47  14      C   A     735.000     9 1
&
 47  14      C   D     530.000     0 1
 47  14      C   D     250.000     1 0
 47  14      C   D      20.000     1 1
 47  14      C   D       0.000     2 0
&
 47  15      C   A      30.000     0 1
 47  15      C   A      30.000     1 0
 47  15      C   A      75.000     1 1
 47  15      C   A      75.000     2 0
 47  15      C   A     105.000     2 1
 47  15      C   A     105.000     4 0
 47  15      C   A     135.000     4 1
 47  15      C   A     135.000     5 0
 47  15      C   A     180.000     5 1
 47  15      C   A     180.000     6 0
 47  15      C   A     225.000     6 1
 47  15      C   A     300.000     7 0
 47  15      C   A     420.000     7 1
 47  15      C   A     555.000     8 0
 47  15      C   A     630.000     8 1
 47  15      C   A     675.000     9 0
 47  15      C   A     735.000     9 1
&
 47  15      C   D     530.000     0 1
 47  15      C   D     250.000     1 0
 47  15      C   D      20.000     1 1
 47  15      C   D       0.000     2 0
&
 47  16      C   A      30.000     0 1
 47  16      C   A      30.000     1 0
 47  16      C   A      60.000     1 1
 47  16      C   A      60.000     4 0
 47  16      C   A      90.000     4 1
 47  16      C   A      90.000     5 0
 47  16      C   A     120.000     5 1
 47  16      C   A     120.000     6 0
 47  16      C   A     150.000     6 1
 47  16      C   A     180.000     7 0
 47  16      C   A     300.000     7 1
 47  16      C   A     390.000     8 0
 47  16      C   A     545.000     8 1
 47  16      C   A     585.000     9 0
 47  16      C   A     585.000     9 1
 47  16      C   A     595.000    10 0
 47  16      C   A     595.000    10 1
 47  16      C   A     610.000    11 0
 47  16      C   A     610.000    12 1
 47  16      C   A     640.000    13 0
 47  16      C   A     640.000    14 1
 47  16      C   A     655.000    15 0
 47  16      C   A     655.000    16 1
 47  16      C   A     670.000    17 0
 47  16      C   A     670.000    18 0
 47  16      C   A     730.000    18 1
 47  16      C   A     775.000    19 0
 47  16      C   A     820.000    19 1
 47  16      C   A     850.000    20 0
 47  16      C   A     890.000    20 1
&
 47  16      C   D     580.000     0 1
 47  16      C   D     300.000     1 0
 47  16      C   D      30.000     1 1
 47  16      C   D       0.000     2 0
&
 47  17      C   A       5.000     0 1
 47  17      C   A       5.000     1 0
 47  17      C   A      15.000     1 1
 47  17      C   A      15.000     2 0
 47  17      C   A      30.000     2 1
 47  17      C   A      30.000     4 0
 47  17      C   A      45.000     4 1
 47  17      C   A      45.000     6 0
 47  17      C   A      75.000     6 1
 47  17      C   A      95.000     7 0
 47  17      C   A     120.000     7 1
 47  17      C   A     135.000     8 0
 47  17      C   A     155.000     8 1
&
 47  17      C   D      70.000     0 1
 47  17      C   D      15.000     1 0
 47  17      C   D       0.000     1 1
&
 47  18      C   A       5.000     0 1
 47  18      C   A       5.000     1 0
 47  18      C   A      15.000     1 1
 47  18      C   A      15.000     2 0
 47  18      C   A      30.000     2 1
 47  18      C   A      30.000     4 0
 47  18      C   A      45.000     4 1
 47  18      C   A      45.000     6 0
 47  18      C   A      75.000     6 1
 47  18      C   A      95.000     7 0
 47  18      C   A     120.000     7 1
 47  18      C   A     135.000     8 0
 47  18      C   A     155.000     8 1
&
 47  18      C   D      70.000     0 1
 47  18      C   D      15.000     1 0
 47  18      C   D       0.000     1 1
&
 47  19      C   A       5.000     0 1
 47  19      C   A       5.000     1 0
 47  19      C   A      15.000     1 1
 47  19      C   A      15.000     2 0
 47  19      C   A      30.000     2 1
 47  19      C   A      30.000     4 0
 47  19      C   A      45.000     4 1
 47  19      C   A      45.000     6 0
 47  19      C   A      75.000     6 1
 47  19      C   A      95.000     7 0
 47  19      C   A     120.000     7 1
 47  19      C   A     135.000     8 0
 47  19      C   A     155.000     8 1
&
 47  19      C   D      70.000     0 1
 47  19      C   D      15.000     1 0
 47  19      C   D       0.000     1 1
&
 47  20      C   A       5.000     0 1
 47  20      C   A       5.000     1 0
 47  20      C   A      15.000     1 1
 47  20      C   A      15.000     2 0
 47  20      C   A      30.000     2 1
 47  20      C   A      30.000     4 0
 47  20      C   A      45.000     4 1
 47  20      C   A      45.000     6 0
 47  20      C   A      75.000     6 1
 47  20      C   A      95.000     7 0
 47  20      C   A     120.000     7 1
 47  20      C   A     135.000     8 0
 47  20      C   A     155.000     8 1
&
 47  20      C   D      70.000     0 1
 47  20      C   D      15.000     1 0
 47  20      C   D       0.000     1 1
&
 47  21      C   A      15.000     0 1
 47  21      C   A      15.000     1 0
 47  21      C   A      30.000     1 1
 47  21      C   A      30.000     4 0
 47  21      C   A      45.000     4 1
 47  21      C   A      45.000     5 0
 47  21      C   A      60.000     5 1
 47  21      C   A      60.000     6 0
 47  21      C   A      75.000     6 1
 47  21      C   A      90.000     7 0
 47  21      C   A     150.000     7 1
 47  21      C   A     195.000     8 0
 47  21      C   A     270.000     8 1
 47  21      C   A     310.000     9 0
&
 47  21      C   D     180.000     0 1
 47  21      C   D      90.000     1 0
 47  21      C   D       0.000     1 1
&
 47  22      C   A      15.000     0 1
 47  22      C   A      15.000     1 0
 47  22      C   A      30.000     1 1
 47  22      C   A      30.000     4 0
 47  22      C   A      45.000     4 1
 47  22      C   A      45.000     5 0
 47  22      C   A      60.000     5 1
 47  22      C   A      60.000     6 0
 47  22      C   A      75.000     6 1
 47  22      C   A      90.000     7 0
 47  22      C   A     150.000     7 1
 47  22      C   A     195.000     8 0
 47  22      C   A     270.000     8 1
 47  22      C   A     310.000     9 0
&
 47  22      C   D     180.000     0 1
 47  22      C   D      90.000     1 0
 47  22      C   D       0.000     1 1
&
 47  23      C   A      15.000     0 1
 47  23      C   A      15.000     1 0
 47  23      C   A      30.000     1 1
 47  23      C   A      30.000     4 0
 47  23      C   A      45.000     4 1
 47  23      C   A      45.000     5 0
 47  23      C   A      60.000     5 1
 47  23      C   A      60.000     6 0
 47  23      C   A      75.000     6 1
 47  23      C   A      90.000     7 0
 47  23      C   A     150.000     7 1
 47  23      C   A     195.000     8 0
 47  23      C   A     270.000     8 1
 47  23      C   A     310.000     9 0
&
 47  23      C   D     180.000     0 1
 47  23      C   D      90.000     1 0
 47  23      C   D       0.000     1 1
&
 47  24      C   A      15.000     0 1
 47  24      C   A      15.000     1 0
 47  24      C   A      30.000     1 1
 47  24      C   A      30.000     4 0
 47  24      C   A      45.000     4 1
 47  24      C   A      45.000     5 0
 47  24      C   A      60.000     5 1
 47  24      C   A      60.000     6 0
 47  24      C   A      75.000     6 1
 47  24      C   A      90.000     7 0
 47  24      C   A     150.000     7 1
 47  24      C   A     195.000     8 0
 47  24      C   A     270.000     8 1
 47  24      C   A     310.000     9 0
&
 47  24      C   D     180.000     0 1
 47  24      C   D      90.000     1 0
 47  24      C   D       0.000     1 1
&
 47  25      C   A      15.000     0 1
 47  25      C   A      15.000     1 0
 47  25      C   A      30.000     1 1
 47  25      C   A      30.000     4 0
 47  25      C   A      45.000     4 1
 47  25      C   A      45.000     5 0
 47  25      C   A      60.000     5 1
 47  25      C   A      60.000     6 0
 47  25      C   A      75.000     6 1
 47  25      C   A      90.000     7 0
 47  25      C   A     150.000     7 1
 47  25      C   A     195.000     8 0
 47  25      C   A     270.000     8 1
 47  25      C   A     310.000     9 0
&
 47  25      C   D     180.000     0 1
 47  25      C   D      90.000     1 0
 47  25      C   D       0.000     1 1
&
 47  26      C   A      15.000     0 1
 47  26      C   A      15.000     1 0
 47  26      C   A      30.000     1 1
 47  26      C   A      30.000     4 0
 47  26      C   A      45.000     4 1
 47  26      C   A      45.000     5 0
 47  26      C   A      60.000     5 1
 47  26      C   A      60.000     6 0
 47  26      C   A      75.000     6 1
 47  26      C   A      90.000     7 0
 47  26      C   A     150.000     7 1
 47  26      C   A     195.000     8 0
 47  26      C   A     270.000     8 1
 47  26      C   A     310.000     9 0
&
 47  26      C   D     180.000     0 1
 47  26      C   D      90.000     1 0
 47  26      C   D       0.000     1 1
& 
 47  27      C   A      15.000     0 1
 47  27      C   A      15.000     1 0
 47  27      C   A      45.000     1 1
 47  27      C   A      45.000     2 0
 47  27      C   A      60.000     2 1
 47  27      C   A      60.000     4 0
 47  27      C   A      75.000     4 1
 47  27      C   A      75.000     5 0
 47  27      C   A     105.000     5 1
 47  27      C   A     105.000     6 0
 47  27      C   A     135.000     6 1
 47  27      C   A     150.000     7 0
 47  27      C   A     225.000     7 1
 47  27      C   A     285.000     8 0
 47  27      C   A     360.000     8 1
 47  27      C   A     405.000     9 0
 47  27      C   A     465.000     9 1
&
 47  27      C   D     350.000     0 1
 47  27      C   D     190.000     1 0
 47  27      C   D      20.000     1 1
 47  27      C   D       0.000     2 0
&
 47  28      C   A      15.000     0 1
 47  28      C   A      15.000     1 0
 47  28      C   A      45.000     1 1
 47  28      C   A      45.000     2 0
 47  28      C   A      60.000     2 1
 47  28      C   A      60.000     4 0
 47  28      C   A      75.000     4 1
 47  28      C   A      75.000     5 0
 47  28      C   A     105.000     5 1
 47  28      C   A     105.000     6 0
 47  28      C   A     135.000     6 1
 47  28      C   A     150.000     7 0
 47  28      C   A     225.000     7 1
 47  28      C   A     285.000     8 0
 47  28      C   A     360.000     8 1
 47  28      C   A     405.000     9 0
 47  28      C   A     465.000     9 1
&
 47  28      C   D     350.000     0 1
 47  28      C   D     190.000     1 0
 47  28      C   D      20.000     1 1
 47  28      C   D       0.000     2 0
&
 47  29      C   A      15.000     0 1
 47  29      C   A      15.000     1 0
