& Proposta arquivo polijus.dat
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
& Cadastro das familias de curvas de jusante
&
& Usina: c�digo da usina hidraulica
& �ndice: �ndice da fam�lia (sequencial)
& HjusRef: n�vel de montante da usina de jusante para refer�ncia da fam�lia
& nPol: quantidade de polin�mios da fam�lia
&
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
&         Usina    Indice   HjusRef    nPol
&XXXXXXX   XXXX     XXX    XXXXXXXXXX  XXX
PPPJUS     0173     003     0000000000005851.4D0 0000000000015682.7D0 0.22966763109435D+03 0.18452780796662D-03 -.13667135790757D-07 0.58479009764451D-12 -.10303191024266D-16
PPPJUS     0173     004     0000000000000000.0D0 0000000000004922.0D0 0.23010000000000D+03 0.91996575306581D-04 -.36997425960664D-08 -.77024009241465D-11 0.12845017474619D-14
PPPJUS     0173     004     0000000000004922.0D0 0000000000005851.4D0 0.22934709823133D+03 0.27819065285431D-03 -.17243314089428D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0173     004     0000000000005851.4D0 0000000000015682.7D0 0.22966763109435D+03 0.18452780796662D-03 -.13667135790757D-07 0.58479009764451D-12 -.10303191024266D-16
PPPJUS     0173     005     0000000000000000.0D0 0000000000006268.9D0 0.23030000000000D+03 0.61050953569636D-09 -.97911813221238D-11 0.46687932121937D-13 0.67564374026606D-16
PPPJUS     0173     005     0000000000006268.9D0 0000000000015682.7D0 0.22966763109435D+03 0.18452780796662D-03 -.13667135790757D-07 0.58479009764451D-12 -.10303191024266D-16
PPPJUS     0174     001     0000000000000000.0D0 0000000000004307.8D0 0.14110869307145D+03 0.78952299979925D-17 0.17175822570470D-06 0.17509500128286D-09 -.31936821908037D-13
PPPJUS     0174     001     0000000000004307.8D0 0000000000014871.7D0 0.14167758765896D+03 0.16266500660065D-02 -.82774832684851D-07 0.18313474206212D-11 0.00000000000000D+01
PPPJUS     0175     001     0000000000000000.0D0 0000000000002664.5D0 0.13693093449264D+03 0.21577846507609D-17 0.55946075893793D-06 -.11143062940327D-09 0.00000000000000D+01
PPPJUS     0175     001     0000000000002664.5D0 0000000000005810.8D0 0.13605991163946D+03 0.16165240655844D-02 -.29587673656731D-06 0.31693247353522D-10 -.14111662742687D-14
PPPJUS     0175     002     0000000000000000.0D0 0000000000002442.9D0 0.13720000000000D+03 0.76678453075253D-04 0.36142918170814D-06 -.61671419249517D-10 0.00000000000000D+01
PPPJUS     0175     002     0000000000002442.9D0 0000000000002664.5D0 0.13693093449264D+03 0.21577846507609D-17 0.55946075893793D-06 -.11143062940327D-09 0.00000000000000D+01
PPPJUS     0175     002     0000000000002664.5D0 0000000000005810.8D0 0.13605991163946D+03 0.16165240655844D-02 -.29587673656731D-06 0.31693247353522D-10 -.14111662742687D-14
PPPJUS     0175     003     0000000000000000.0D0 0000000000002404.8D0 0.13740000000000D+03 0.82730758565151D-18 0.76003159124403D-06 -.41315289530725D-09 0.76758743778102D-13
PPPJUS     0175     003     0000000000002404.8D0 0000000000002664.5D0 0.13693093449264D+03 0.21577846507609D-17 0.55946075893793D-06 -.11143062940327D-09 0.00000000000000D+01
PPPJUS     0175     003     0000000000002664.5D0 0000000000005810.8D0 0.13605991163946D+03 0.16165240655844D-02 -.29587673656731D-06 0.31693247353522D-10 -.14111662742687D-14
PPPJUS     0175     004     0000000000000000.0D0 0000000000002514.9D0 0.13770000000000D+03 0.40438692319132D-03 -.12692550999677D-06 0.49209204182086D-10 0.00000000000000D+01
PPPJUS     0175     004     0000000000002514.9D0 0000000000002664.5D0 0.13693093449264D+03 0.21577846507609D-17 0.55946075893793D-06 -.11143062940327D-09 0.00000000000000D+01
PPPJUS     0175     004     0000000000002664.5D0 0000000000005810.8D0 0.13605991163946D+03 0.16165240655844D-02 -.29587673656731D-06 0.31693247353522D-10 -.14111662742687D-14
PPPJUS     0178     001     0000000000000000.0D0 0000000000008298.8D0 0.11247439494826D+02 0.46102389626152D-02 -.10877617520672D-05 0.13162209242905D-09 -.57810762224073D-14
PPPJUS     0178     001     0000000000008298.8D0 0000000000019180.3D0 0.17967863793257D+02 0.53402717125095D-03 0.24462139145237D-12 -.12017493105259D-16 0.21617302650972D-21
PPPJUS     0189     001     0000000000000000.0D0 0000000000000287.4D0 0.35203801086315D+01 0.89237702712008D-02 0.20465445178811D-05 -.29629550525036D-07 0.00000000000000D+01
PPPJUS     0189     001     0000000000000287.4D0 0000000000000809.7D0 0.53061149837510D+01 -.25578666177382D-02 0.18022292963538D-04 -.24674385048474D-07 0.11268573790421D-10
PPPJUS     0193     001     0000000000000000.0D0 0000000000000552.1D0 0.25569582987372D+03 0.84656244809679D-02 -.47236440199228D-05 -.11360028621997D-09 0.00000000000000D+01
PPPJUS     0193     001     0000000000000552.1D0 0000000000001488.8D0 0.25614014302454D+03 0.75286488051938D-02 -.58512532871494D-05 0.26317696231732D-08 -.48766919417292D-12
PPPJUS     0195     001     0000000000000000.0D0 0000000000000269.6D0 0.24851221707690D+03 0.97139836452797D-02 -.12162812658343D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0195     001     0000000000000269.6D0 0000000000000417.4D0 0.24912490697429D+03 0.51696275602454D-02 -.37363752730604D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0196     001     0000000000000000.0D0 0000000000000100.6D0 0.30307684580954D+03 0.34733613565801D-01 -.10299398716389D-03 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0196     001     0000000000000100.6D0 0000000000000242.2D0 0.30321410161630D+03 0.35374324659849D-01 -.16112516778262D-03 0.42680777724626D-06 -.46805826151278D-09
PPPJUS     0203     001     0000000000000000.0D0 0000000000000315.8D0 0.72889221933863D+03 0.12280920948551D-01 -.10560092928627D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0203     001     0000000000000315.8D0 0000000000000851.9D0 0.72826355372247D+03 0.18681822355084D-01 -.33367992858887D-04 0.31741918919988D-07 -.11845472551466D-10
PPPJUS     0215     001     0000000000000000.0D0 0000000000000959.5D0 0.11210000330299D+03 0.14207436274866D-01 -.25433171152543D-04 0.32252892023575D-07 -.15042419692910D-10
PPPJUS     0215     001     0000000000000959.5D0 0000000000003385.5D0 0.11771785270562D+03 -.12022640269263D-02 0.23124129229994D-05 -.80687034083850D-09 0.91920039845927D-13
PPPJUS     0217     001     0000000000000000.0D0 0000000000000557.4D0 0.36065894656497D+03 0.73315234934570D-02 -.33156457788490D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0217     001     0000000000000557.4D0 0000000000001501.8D0 0.36055968798076D+03 0.83352345189571D-02 -.61001249900174D-05 0.25918790978539D-08 -.45531094130947D-12
PPPJUS     0241     001     0000000000000000.0D0 0000000000000613.5D0 0.32633315658377D+03 0.60351316723902D-17 0.18265727665551D-04 -.17005305478128D-07 0.00000000000000D+01
PPPJUS     0241     001     0000000000000613.5D0 0000000000002085.4D0 0.32641224860447D+03 0.65183194597176D-02 -.36762277627852D-05 0.11974479079064D-08 -.16041884057388D-12
PPPJUS     0241     002     0000000000000000.0D0 0000000000000403.5D0 0.32660950040627D+03 0.22342377538940D-16 0.39745043161227D-04 -.14029985811411D-06 0.16321081858561D-09
PPPJUS     0241     002     0000000000000403.5D0 0000000000000613.5D0 0.32633315658377D+03 0.60351316723902D-17 0.18265727665551D-04 -.17005305478128D-07 0.00000000000000D+01
PPPJUS     0241     002     0000000000000613.5D0 0000000000002085.4D0 0.32641224860447D+03 0.65183194597176D-02 -.36762277627852D-05 0.11974479079064D-08 -.16041884057388D-12
PPPJUS     0241     003     0000000000000000.0D0 0000000000000464.7D0 0.32738496213563D+03 -.10560599510965D-17 0.36546270774478D-05 0.39553461557423D-08 0.00000000000000D+01
PPPJUS     0241     003     0000000000000464.7D0 0000000000000613.5D0 0.32633315658377D+03 0.60351316723902D-17 0.18265727665551D-04 -.17005305478128D-07 0.00000000000000D+01
PPPJUS     0241     003     0000000000000613.5D0 0000000000002085.4D0 0.32641224860447D+03 0.65183194597176D-02 -.36762277627852D-05 0.11974479079064D-08 -.16041884057388D-12
PPPJUS     0249     001     0000000000000000.0D0 0000000000001471.9D0 0.38574698041104D+03 0.28908601945880D-02 0.83114900332800D-06 -.57486838424744D-09 0.00000000000000D+01
PPPJUS     0249     001     0000000000001471.9D0 0000000000004853.1D0 0.38675539459960D+03 0.28829024745457D-02 -.56035186861779D-06 0.62033404877496D-10 -.27733404289774D-14
PPPJUS     0251     001     0000000000000000.0D0 0000000000002257.3D0 0.33281016756127D+03 0.55070541463211D-17 0.57662394400336D-05 -.35446975420248D-08 0.63766890669805D-12
PPPJUS     0251     001     0000000000002257.3D0 0000000000006032.0D0 0.33367416875856D+03 0.28789082439071D-02 -.55696803229080D-06 0.62290248392415D-10 -.28668071395541D-14
PPPJUS     0251     002     0000000000000000.0D0 0000000000002287.8D0 0.33340929747045D+03 -.53600073925275D-17 0.48249351383482D-05 -.29039987354380D-08 0.51553929311239D-12
PPPJUS     0251     002     0000000000002287.8D0 0000000000006032.0D0 0.33367416875856D+03 0.28789082439071D-02 -.55696803229080D-06 0.62290248392415D-10 -.28668071395541D-14
PPPJUS     0251     003     0000000000000000.0D0 0000000000001907.9D0 0.33394800741176D+03 -.18378136841997D-17 0.49910862949024D-05 -.33874882921368D-08 0.68234573280489D-12
PPPJUS     0251     003     0000000000001907.9D0 0000000000002257.3D0 0.33281016756127D+03 0.55070541463211D-17 0.57662394400336D-05 -.35446975420248D-08 0.63766890669805D-12
PPPJUS     0251     003     0000000000002257.3D0 0000000000006032.0D0 0.33367416875856D+03 0.28789082439071D-02 -.55696803229080D-06 0.62290248392415D-10 -.28668071395541D-14
PPPJUS     0252     001     0000000000000000.0D0 0000000000003457.3D0 0.28735187267415D+03 0.19064501075477D-02 -.15837841739345D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0252     001     0000000000003457.3D0 0000000000005702.3D0 0.29173884153494D+03 -.18425559106499D-02 0.10215480382051D-05 -.16626081715538D-09 0.93902070357527D-14
PPPJUS     0253     001     0000000000000000.0D0 0000000000002159.8D0 0.26190776442322D+03 0.49799905079719D-05 -.85270240067964D-07 0.49740815176068D-09 -.13745149789557D-12
PPPJUS     0253     001     0000000000002159.8D0 0000000000006589.7D0 0.26005428149702D+03 0.23361845300716D-02 -.41943141065509D-06 0.43479317027484D-10 -.18522581996207D-14
PPPJUS     0253     002     0000000000000000.0D0 0000000000002333.9D0 0.26210000000000D+03 0.11332553832529D-17 0.67814310355380D-06 -.25407382095163D-09 0.38958864142039D-13
PPPJUS     0253     002     0000000000002333.9D0 0000000000006589.7D0 0.26005428149702D+03 0.23361845300716D-02 -.41943141065509D-06 0.43479317027484D-10 -.18522581996207D-14
PPPJUS     0253     003     0000000000000000.0D0 0000000000003086.7D0 0.26240000000000D+03 -.47306281207308D-19 0.52908175294233D-06 -.15454965174422D-09 0.16347116100318D-13
PPPJUS     0253     003     0000000000003086.7D0 0000000000006589.7D0 0.26005428149702D+03 0.23361845300716D-02 -.41943141065509D-06 0.43479317027484D-10 -.18522581996207D-14
PPPJUS     0253     004     0000000000000000.0D0 0000000000004102.8D0 0.26290000000000D+03 0.61495095024199D-18 0.27445723794148D-06 -.43233562712456D-10 0.18448282576343D-14
PPPJUS     0253     004     0000000000004102.8D0 0000000000006589.7D0 0.26005428149702D+03 0.23361845300716D-02 -.41943141065509D-06 0.43479317027484D-10 -.18522581996207D-14
PPPJUS     0257     001     0000000000000000.0D0 0000000000009064.9D0 0.23370618112236D+03 0.17661820043952D-02 -.19383292873265D-06 0.14208577673166D-10 -.46998257193840D-15
PPPJUS     0257     001     0000000000009064.9D0 0000000000026247.5D0 0.23638337556029D+03 0.75887958614559D-03 -.31329445380905D-07 0.75399204305283D-12 -.75163654513871D-17
PPPJUS     0261     001     0000000000000000.0D0 0000000000010186.6D0 0.17176802619494D+03 0.28055869365966D-02 -.24648384989083D-06 0.96364411306765D-11 0.00000000000000D+01
PPPJUS     0261     001     0000000000010186.6D0 0000000000026706.4D0 0.16798935091093D+03 0.29814860874862D-02 -.17866174988046D-06 0.55342525924577D-11 -.66373653612937D-16
PPPJUS     0262     001     0000000000000000.0D0 0000000000000684.2D0 0.39455331540048D+03 0.10479757377689D-16 0.34711572944627D-04 -.83560320640345D-07 0.56668847030918D-10
PPPJUS     0262     001     0000000000000684.2D0 0000000000002711.2D0 0.39392258828622D+03 0.47770788063234D-02 -.17390461253150D-05 0.25191041849057D-09 0.00000000000000D+01
PPPJUS     0267     001     0000000000000000.0D0 0000000000016176.6D0 0.12959763082155D+03 0.11467474249968D-02 -.91561162375203D-07 0.57902784022222D-11 -.14355392812670D-15
PPPJUS     0267     001     0000000000016176.6D0 0000000000048334.9D0 0.13233878395059D+03 0.52297494100938D-03 -.83007007015011D-08 0.57248032341028D-13 0.00000000000000D+01
PPPJUS     0272     001     0000000000000000.0D0 0000000000000832.0D0 0.97193274942005D+01 -.17943541408708D-17 0.27899145038717D-04 -.36487950403560D-07 0.15134807348871D-10
PPPJUS     0272     001     0000000000000832.0D0 0000000000002205.4D0 0.87484888022103D+01 0.10892304935787D-01 -.46643981364303D-05 0.13269460537300D-08 -.16034456812086D-12
PPPJUS     0275     001     0000000000000000.0D0 0000000000015480.6D0 0.36943337044440D+01 0.38761446601995D-03 0.16463197649249D-08 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0275     001     0000000000015480.6D0 0000000000040727.4D0 -.11706085272647D+02 0.25131117466263D-02 -.86896564803733D-07 0.10015487273226D-11 0.00000000000000D+01
PPPJUS     0275     001     0000000000040727.4D0 0000000000104577.9D0 -.46385749222533D+02 0.32019694284142D-02 -.60829924200457D-07 0.52901680852284D-12 -.17049498522049D-17
PPPJUS     0276     001     0000000000000000.0D0 0000000000000187.0D0 0.20322816374159D+03 0.33924381092365D-16 0.17964427298840D-03 -.50191511436177D-06 0.00000000000000D+01
PPPJUS     0276     001     0000000000000187.0D0 0000000000000560.0D0 0.20201868444998D+03 0.32961706621063D-01 -.70700994740015D-04 0.87498175061259D-07 -.44429094623782D-10
PPPJUS     0277     001     0000000000000000.0D0 0000000000001434.6D0 0.24274063406620D+02 0.17912445566523D-02 0.23779274535504D-05 -.19866989534893D-08 0.44738204472352D-12
PPPJUS     0277     001     0000000000001434.6D0 0000000000003883.6D0 0.24219303102729D+02 0.35797476911218D-02 -.97885194168489D-06 0.16018397469037D-09 -.10920744692491D-13
PPPJUS     0278     001     0000000000000000.0D0 0000000000001034.9D0 0.22381343620645D+03 0.60999854167360D-02 -.18452710926384D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0278     001     0000000000001034.9D0 0000000000002424.4D0 0.22426321576385D+03 0.57916824325156D-02 -.25876409952134D-05 0.67501065172740D-09 -.73059213450823D-13
PPPJUS     0279     001     0000000000000000.0D0 0000000000001093.5D0 0.53072574356476D+02 0.81462665081799D-03 0.14093354805726D-04 -.79323397979626D-08 0.00000000000000D+01
PPPJUS     0279     001     0000000000001093.5D0 0000000000005127.1D0 0.56272472547040D+02 0.45006164925398D-02 -.67648848864586D-06 0.44750358034569D-10 0.00000000000000D+01
PPPJUS     0281     001     0000000000000000.0D0 0000000000000079.3D0 0.14960139033257D+03 -.83651508411290D-16 0.52479199416312D-03 -.25011533994299D-05 0.00000000000000D+01
PPPJUS     0281     001     0000000000000079.3D0 0000000000000102.2D0 0.84620714684247D+02 0.20386076801149D+01 -.20493535516237D-01 0.68671867565274D-04 0.00000000000000D+01
PPPJUS     0281     001     0000000000000102.2D0 0000000000000434.7D0 0.15209395252050D+03 0.88496353930567D-03 0.41602338910764D-05 -.79402292336294D-08 0.00000000000000D+01
PPPJUS     0283     001     0000000000000000.0D0 0000000000000255.4D0 0.32661043547272D+02 0.14415624187598D-01 -.17455489315122D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0283     001     0000000000000255.4D0 0000000000004003.7D0 0.33644216667202D+02 0.67494818873082D-02 -.26486611661206D-05 0.54673056362332D-09 -.43617423103664D-13
PPPJUS     0284     001     0000000000000000.0D0 0000000000000592.6D0 0.14145370823388D+01 0.50919285561889D-02 -.11078769631278D-04 0.16820044100475D-07 -.10009778666250D-10
PPPJUS     0284     001     0000000000000592.6D0 0000000000001567.5D0 0.16609285561450D+01 0.27076834202975D-02 -.16619078506668D-05 0.67089076927533D-09 -.11479310078671D-12
PPPJUS     0285     001     0000000000000000.0D0 0000000000062423.5D0 0.70704454898982D+02 -.88700873825074D-20 0.70187650452113D-08 -.12696451052207D-12 0.75777121461628D-18
PPPJUS     0285     001     0000000000062423.5D0 0000000000163516.7D0 0.66028584896555D+02 0.30159267574801D-03 -.20519061978256D-08 0.83528770699728D-14 -.14101614356593D-19
PPPJUS     0286     001     0000000000000000.0D0 0000000000000800.7D0 0.20315133858980D+01 -.17331500203256D-17 0.47637543760690D-05 -.27146685986664D-08 0.00000000000000D+01
PPPJUS     0286     001     0000000000000800.7D0 0000000000001880.2D0 0.11784565540994D+01 0.41064556470442D-02 -.15416734545101D-05 0.46663905586982D-09 -.62165341319231D-13
PPPJUS     0287     001     0000000000000000.0D0 0000000000061560.5D0 0.44001623128404D+02 0.63079923049050D-03 -.37674803087272D-08 -.88084633441847D-13 0.10138941499610D-17
PPPJUS     0287     001     0000000000061560.5D0 0000000000143090.3D0 0.51625795699539D+02 0.26886423198461D-03 -.19458164595189D-08 0.85263409075609D-14 -.15624645260710D-19
PPPJUS     0290     001     0000000000000000.0D0 0000000000000081.9D0 0.52473149227673D+03 0.23294601946408D-00 -.29292921492379D-02 0.12510994176617D-04 0.00000000000000D+01
PPPJUS     0290     001     0000000000000081.9D0 0000000000000237.1D0 0.53034889059564D+03 0.13152129488549D-01 -.76436404288731D-04 0.24587184727836D-06 -.31644558660528D-09
PPPJUS     0304     001     0000000000000000.0D0 0000000000000294.4D0 0.32025395966448D+03 0.13122958491377D-15 0.24466080474265D-04 -.16122970024251D-06 0.29882573332376D-09
PPPJUS     0305     001     0000000000000000.0D0 0000000000000236.1D0 0.17970997954604D+03 0.27730677628411D-01 -.10392159227805D-03 0.15744024946554D-06 0.00000000000000D+01
PPPJUS     0305     001     0000000000000236.1D0 0000000000000924.4D0 0.18072298908921D+03 0.11107956128755D-01 -.17929613515017D-04 0.15743910881594D-07 -.54685373382678D-11
PPPJUS     0311     001     0000000000000000.0D0 0000000000001729.3D0 0.44812224145632D+03 0.28974020189621D-02 -.58312482789806D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0311     001     0000000000001729.3D0 0000000000002999.7D0 0.44942304398569D+03 0.13929781495635D-02 -.14814505047066D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0312     001     0000000000000000.0D0 0000000000000588.7D0 0.40951389113252D+03 0.67729992517282D-02 -.49174800344262D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0312     001     0000000000000588.7D0 0000000000002450.0D0 0.41119737564123D+03 0.10069064119494D-02 0.11053867509423D-06 -.17458678344959D-09 0.34014733565602D-13
PPPJUS     0312     002     0000000000000000.0D0 0000000000000130.9D0 0.40998211145880D+03 0.25407346917440D-03 -.19415856991801D-04 0.52785696030209D-06 -.18747199719475D-08
PPPJUS     0312     002     0000000000000130.9D0 0000000000000588.7D0 0.40951389113252D+03 0.67729992517282D-02 -.49174800344262D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0312     002     0000000000000588.7D0 0000000000002450.0D0 0.41119737564123D+03 0.10069064119494D-02 0.11053867509423D-06 -.17458678344959D-09 0.34014733565602D-13
PPPJUS     0315     001     0000000000000000.0D0 0000000000000685.0D0 0.32450763818916D+03 0.12415212831631D-01 -.17373437265685D-04 0.92232254469029D-08 0.00000000000000D+01
PPPJUS     0315     001     0000000000000685.0D0 0000000000001965.3D0 0.32605381075384D+03 0.39147119829303D-02 -.25037505799632D-05 0.91452811508779D-09 -.13618434154618D-12
PPPJUS     0315     002     0000000000000000.0D0 0000000000000371.2D0 0.32695250334153D+03 0.50743042737277D-03 -.72250425660841D-06 -.12425066327036D-07 0.41516831992162D-10
PPPJUS     0315     002     0000000000000371.2D0 0000000000000685.0D0 0.32450763818916D+03 0.12415212831631D-01 -.17373437265685D-04 0.92232254469029D-08 0.00000000000000D+01
PPPJUS     0315     002     0000000000000685.0D0 0000000000001965.3D0 0.32605381075384D+03 0.39147119829303D-02 -.25037505799632D-05 0.91452811508779D-09 -.13618434154618D-12
PPPJUS     0315     003     0000000000000000.0D0 0000000000001000.5D0 0.32772530440005D+03 0.48488557253091D-17 0.41510770470100D-05 -.73323071176384D-08 0.36990426996344D-11
PPPJUS     0315     003     0000000000001000.5D0 0000000000001965.3D0 0.32605381075384D+03 0.39147119829303D-02 -.25037505799632D-05 0.91452811508779D-09 -.13618434154618D-12
&
PPPJUS     0190     001     0000000000000000.0D0 0000999999999999.0D0 0.11573280334473D+03 0.28386909980327D-02 0.25017038751685D-06 -.20748550100258D-09 0.52097029083287D-13
PPPJUS     134        1     0000000000000000.0D0 0000999999999999.0D0 0.25428599548340D+03 0.73626497760415D-03 0.13766300071438D-04 0.49477097263662D-06 -.14933000391792D-08
PPPJUS     124        1     0000000000000000.0D0 0000999999999999.0D0 0.90300003051758D+02 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     130        1     0000000000000000.0D0 0000999999999999.0D0 0.98620002746582D+02 0.22870499640703D-01 -.60999289416941D-04 0.90002856723004D-07 -.49799688678354D-10
PPPJUS     131        1     0000000000000000.0D0 0000999999999999.0D0 0.86899986267090D+02 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     133        1     0000000000000000.0D0 0000999999999999.0D0 0.45006198883057D+02 0.38888700306416D-01 -.17935100186151D-03 0.44111399688518D-06 -.39806691276567D-09
PPPJUS     125        1     0000000000000000.0D0 0000999999999999.0D0 0.34800000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     180        1     0000000000000000.0D0 0000999999999999.0D0 0.44000000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     181        1     0000000000000000.0D0 0000999999999999.0D0 0.35620001220703D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     182        1     0000000000000000.0D0 0000999999999999.0D0 0.39800000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     183        1     0000000000000000.0D0 0000999999999999.0D0 0.90300003051758D+02 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     184        1     0000000000000000.0D0 0000999999999999.0D0 0.90300003051758D+02 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     107        1     0000000000000000.0D0 0000999999999999.0D0 0.70615002441406D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     108        1     0000000000000000.0D0 0000999999999999.0D0 0.71515002441406D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     109        1     0000000000000000.0D0 0000999999999999.0D0 0.72015002441406D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     117        1     0000000000000000.0D0 0000999999999999.0D0 0.72000000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     118        1     0000000000000000.0D0 0000999999999999.0D0 0.72875000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     139        1     0000000000000000.0D0 0000999999999999.0D0 0.27570001220703D+03 0.10297999717295D-01 -.12649000382225D-04 0.13422000399999D-07 -.54762999690539D-11
PPPJUS     110        1     0000000000000000.0D0 0000999999999999.0D0 0.45734991455078D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     114        1     0000000000000000.0D0 0000999999999999.0D0 0.53332489013672D+02 0.48108398914337D-02 -.24017099349294D-05 0.89888702037300D-09 -.12641099376032D-12
PPPJUS     115        1     0000000000000000.0D0 0000999999999999.0D0 0.90699996948242D+02 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS      73        1     0000000000000000.0D0 0000999999999999.0D0 0.60200000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     280        1     0000000000000000.0D0 0000999999999999.0D0 0.21306045532227D+02 -.18372749036644D-03 0.66909519773617D-05 -.83267979178459D-08 0.52634212092950D-11
PPPJUS     204        1     0000000000000000.0D0 0000999999999999.0D0 0.42125308990479D+02 0.99048113042954D-04 0.10640499681358D-06 -.78519317783798D-11 -.99080853147948D-15
PPPJUS     310        1     0000000000000000.0D0 0000999999999999.0D0 0.11286969757080D+03 0.34012370742857D-02 0.12983019814783D-05 -.71559891345885D-09 0.50275030720557D-13
PPPJUS     153        1     0000000000000000.0D0 0000999999999999.0D0 0.30799969482422D+03 0.26595199480653D-01 -.70900001446716D-04 0.10000000116861D-06 0.00000000000000D+00
PPPJUS     229        1     0000000000000000.0D0 0000999999999999.0D0 0.16074140930176D+03 0.11214874684811D-02 0.71337463714016D-09 -.21621610751810D-11 0.65597341634476D-16
PPPJUS     192        1     0000000000000000.0D0 0000999999999999.0D0 0.37550000000000D+03 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00 0.00000000000000D+00
PPPJUS     230        1     0000000000000000.0D0 0000999999999999.0D0 0.13197479248047D+03 0.18805100116879D-02 -.89917783441251D-07 0.56856060658139D-11 -.14465000015943D-15
PPPJUS     288        1     0000000000000000.0D0 0000999999999999.0D0 0.28393020629883D+01 0.11057760275435D-03 0.94944505590888D-08 -.36083928813685D-12 0.38877720400564D-17
PPPJUS     314        1     0000000000000000.0D0 0000999999999999.0D0 0.81895378112793D+02 0.73877791874111D-03 -.46630539429771D-07 0.18012559759722D-11 -.24865090572375D-16
PPPJUS     0083     001     0000000000000000.0D0 0000999999999999.0D0 0.24032770000000D+03 0.17508910000000D-02 -.33197760000000D-06 0.30981750000000D-10 -.10133040000000D-14
PPPJUS     0227     001     0000000000000000.0D0 0000999999999999.0D0 0.27195980000000D+03 0.95866490000000D-03 0.26893620000000D-06 -.80327870000000D-10 0.63037920000000D-14
PPPJUS     0228     001     0000000000000000.0D0 0000999999999999.0D0 0.24594770000000D+03 0.35127180000000D-02 -.62507950000000D-06 0.88200660000000D-10 -.48002320000000D-14
